City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,naze,28.3667,129.4833,298.66,90,100,11.23,JP,1691536399
365,moree,-29.4667,149.85,288.14,56,0,2.94,AU,1691536701
366,keflavik,64.0049,-22.5624,284.39,100,0,3.6,IS,1691536307
367,sonqor,34.7837,47.6004,293.54,52,12,2.35,IR,1691536344
368,ivdel',60.6911,60.4206,287.66,95,36,1.89,RU,1691536702
369,sao gabriel da cachoeira,-0.1303,-67.0892,299.12,82,75,0.58,BR,1691536702
370,salmas,38.1973,44.7653,295.66,44,0,2.04,IR,1691536702
371,antofagasta,-23.65,-70.4,290.75,79,23,4.0,CL,1691536497
372,dryden,49.7833,-92.7503,293.31,64,40,4.63,CA,1691536216
373,macka,40.8186,39.6136,298.79,96,88,0.87,TR,1691536703
374,saynshand,44.8824,110.1163,294.05,53,15,4.86,MN,1691536703
375,awjilah,29.1081,21.2869,298.25,64,0,6.53,LY,1691536328
376,nema,57.5067,50.5011,286.76,97,2,2.53,RU,1691536586
377,akureyri,65.6835,-18.0878,283.11,57,0,3.6,IS,1691536704
378,north branch,45.5113,-92.9802,301.56,54,60,3.13,US,1691536704
379,wajir,1.7471,40.0573,296.74,64,8,7.8,KE,1691536704
380,krustpils,56.5067,25.8738,283.83,87,40,2.21,LV,1691536704
381,siwa oasis,29.2041,25.5195,302.28,46,0,5.61,EG,1691536705
382,constantia,44.1833,28.65,287.53,67,37,3.43,RO,1691536265
383,kulhudhuffushi,6.6221,73.07,300.98,77,100,5.42,MV,1691536705
384,i-n-salah,27.1935,2.4607,310.56,16,0,9.93,DZ,1691536705
385,issenye,-2.0,34.3333,293.74,55,52,1.83,TZ,1691536706
386,mugia,43.1041,-9.2179,292.54,72,0,3.63,ES,1691536352
387,ola,59.5833,151.2833,287.12,54,11,0.78,RU,1691536365
388,zvishavane,-20.3267,30.0665,283.92,48,0,1.08,ZW,1691536706
389,wotho,10.1657,166.0102,301.46,79,51,6.92,MH,1691536706
390,malango,-2.9627,119.9001,291.65,95,33,0.72,ID,1691536707
391,taoudenni,22.6783,-3.9836,312.77,9,0,6.4,ML,1691536353
392,lichuan,30.3,108.85,293.89,94,39,1.01,CN,1691536707
393,qarah bagh,34.9402,61.7759,296.31,30,0,4.58,AF,1691536707
394,kharp,66.8014,65.8081,284.61,76,100,2.25,RU,1691536708
395,pahrump,36.2083,-115.9839,310.28,10,0,2.68,US,1691536708
396,novyy rogachik,48.6768,44.0608,298.65,57,0,3.16,RU,1691536708
397,pisco,-13.7,-76.2167,293.18,77,0,7.72,PE,1691536348
398,anamur,36.0751,32.8369,299.76,71,0,1.95,TR,1691536709
399,debre mark'os,10.35,37.7333,283.77,96,59,1.74,ET,1691536709
400,okha,53.5739,142.9478,289.29,80,86,4.42,RU,1691536709
401,dolores,-36.3132,-57.6792,278.94,92,88,3.47,AR,1691536709
402,riviere-du-loup,47.8304,-69.5342,289.3,88,100,0.51,CA,1691536710
403,sao vicente,-23.9631,-46.3919,294.41,26,100,0.45,BR,1691536075
404,ta`u,-14.2336,-169.5144,300.83,68,85,4.36,AS,1691536386
405,soligalich,59.0778,42.2864,287.88,83,0,2.74,RU,1691536710
406,grahamstown,-33.3042,26.5328,284.79,91,99,1.77,ZA,1691536710
407,chiguayante,-36.9167,-73.0167,283.44,94,100,2.57,CL,1691536711
408,caleta de carquin,-11.0925,-77.6267,293.13,77,8,5.35,PE,1691536396
409,kaset wisai,15.6556,103.5836,299.45,86,100,3.31,TH,1691536711
410,yelizovo,53.1873,158.3805,290.23,63,75,3.13,RU,1691536711
411,bokoro,12.3807,17.0568,298.72,80,94,3.51,TD,1691536712
412,noosa heads,-26.3833,153.15,291.12,71,43,7.59,AU,1691536712
413,mhlume,-26.0333,31.85,288.06,69,1,0.69,SZ,1691536712
414,kiunga,-6.1219,141.2906,296.44,82,100,1.91,PG,1691536595
415,shanhaiguan,39.9988,119.7564,297.01,80,5,2.5,CN,1691536713
416,kimbe,-5.5502,150.1429,301.09,63,79,5.79,PG,1691536348
417,kem',64.9555,34.5793,287.28,88,0,3.83,RU,1691536713
418,taco pozo,-25.6167,-63.2833,291.36,48,0,3.95,AR,1691536713
419,altay,47.8667,88.1167,288.27,92,86,0.29,CN,1691536714
420,nowa sol,51.8033,15.717,287.07,86,100,4.64,PL,1691536714
421,mingguang,32.7802,117.9638,296.26,88,97,2.87,CN,1691536714
422,qujing,25.4833,103.7833,289.52,97,74,1.07,CN,1691536714
423,federal,-30.9547,-58.7833,286.57,59,100,3.57,AR,1691536715
424,lubuklinggau,-3.3,102.8667,295.19,98,93,0.6,ID,1691536715
425,platteville,42.7342,-90.4785,300.77,66,98,5.29,US,1691536715
426,alpine,32.835,-116.7664,297.43,61,75,0.0,US,1691536715
427,oppdal,62.5943,9.6912,285.43,92,100,3.84,NO,1691536716
428,broome,42.2506,-75.833,291.87,94,100,5.14,US,1691536342
429,taulaga,-11.0553,-171.0883,300.79,75,43,5.2,AS,1691536407
430,balikpapan,-1.2675,116.8289,298.7,89,75,2.57,ID,1691536716
431,pitimbu,-7.4706,-34.8086,297.48,84,20,4.86,BR,1691536716
432,ambodifotatra,-16.9833,49.85,295.92,73,42,4.01,MG,1691536717
433,okakarara,-20.5833,17.4333,287.76,39,32,2.59,NA,1691536717
434,labytnangi,66.6572,66.4183,285.74,72,100,1.4,RU,1691536284
435,hirara,24.8,125.2833,302.3,89,40,4.12,JP,1691536717
436,bayana,26.9,77.2833,300.02,71,74,6.22,IN,1691536718
437,biritiba mirim,-23.5725,-46.0386,291.36,96,98,2.77,BR,1691536718
438,arrecife,28.963,-13.5477,297.14,69,20,5.14,ES,1691536718
439,dores do indaia,-19.4633,-45.6017,295.37,32,0,0.87,BR,1691536718
440,kourou,5.1552,-52.6478,301.18,86,82,3.98,GF,1691536718
441,mandan,46.8267,-100.8896,302.8,63,0,3.6,US,1691536466
442,huarmey,-10.0681,-78.1522,293.67,78,18,5.07,PE,1691536719
443,sanibel,26.449,-82.0223,307.59,65,65,1.79,US,1691536719
444,tolanaro,-25.0319,46.9987,291.91,93,51,3.7,MG,1691536377
445,anna regina,7.2644,-58.5077,300.83,77,94,3.85,GY,1691536720
446,severo-yeniseyskiy,60.3725,93.0408,283.36,97,53,1.76,RU,1691536339
447,rawson,-43.3002,-65.1023,287.89,34,63,3.75,AR,1691536720
448,jhang sadr,31.2715,72.3284,306.21,43,1,2.79,PK,1691536720
449,taro,-8.3862,115.28,294.18,94,49,0.84,ID,1691536400
450,lata,40.1629,-8.3327,295.33,89,0,0.14,PT,1691536323
451,ayancik,41.9447,34.5861,296.37,81,13,4.9,TR,1691536721
452,san luis de la loma,17.2706,-100.8939,303.94,77,32,3.76,MX,1691536331
453,bologoye,57.8799,34.1068,287.04,83,3,1.96,RU,1691536722
454,lospalos,-8.5186,127.0025,294.68,80,30,2.59,TL,1691536275
455,yaren,-0.5472,166.916,301.12,70,89,2.34,NR,1691536722
456,zhenzhou,32.2692,119.1789,296.67,89,69,2.14,CN,1691536723
457,bac lieu,9.285,105.7244,299.35,86,3,4.03,VN,1691536723
458,comandante fontana,-25.3345,-59.6821,289.22,82,84,2.97,AR,1691536723
459,jacmel,18.2342,-72.5347,305.06,80,32,1.75,HT,1691536723
460,santa ana,33.7456,-117.8678,308.38,57,75,6.17,US,1691536612
461,naifaru,5.4444,73.3657,300.39,80,100,4.69,MV,1691536724
462,mata-utu,-13.2816,-176.1745,301.2,74,8,2.85,WF,1691536336
463,settat,33.0007,-7.6204,296.05,32,80,3.93,MA,1691536724
464,dampit,-8.2116,112.7493,290.56,91,29,1.82,ID,1691536528
465,merizo village,13.2658,144.6691,301.14,89,99,6.29,GU,1691536725
466,tamanrasset,22.785,5.5228,302.1,32,100,5.14,DZ,1691536319
467,yorkton,51.2167,-102.4677,296.06,35,40,4.12,CA,1691536725
468,katsuura,35.1333,140.3,300.31,90,100,5.97,JP,1691536301
469,vanimo,-2.6741,141.3028,299.55,79,39,2.42,PG,1691536725
470,tuburan,6.6439,122.2736,300.2,79,100,2.04,PH,1691536726
471,darwin,-12.4611,130.8418,297.14,66,0,3.09,AU,1691536726
472,batticaloa,7.7102,81.6924,299.81,74,100,3.32,LK,1691536726
473,ancud,-41.8697,-73.8203,283.18,97,100,4.71,CL,1691536268
474,gobabis,-22.45,18.9667,286.47,33,39,5.46,NA,1691536345
475,kohtla-jarve,59.3986,27.2731,286.62,83,25,3.65,EE,1691536727
476,yuzhno-kurilsk,44.0306,145.8556,291.53,100,100,3.56,RU,1691536275
477,la'ie,21.6477,-157.9253,305.13,73,6,11.35,US,1691536318
478,la sarre,48.8002,-79.1996,295.84,58,80,0.13,CA,1691536728
479,novyye burasy,52.1324,46.0714,293.0,48,6,2.73,RU,1691536728
480,ust'-kulom,61.6864,53.6902,285.37,82,42,1.64,RU,1691536728
481,acapulco de juarez,16.8634,-99.8901,305.05,70,20,5.66,MX,1691536088
482,al qaryatayn,34.2296,37.2407,296.04,69,0,0.6,SY,1691536729
483,haapsalu,58.9431,23.5414,286.43,85,34,7.18,EE,1691536729
484,wau,7.7029,27.9953,294.74,96,100,1.68,SS,1691536729
485,ulsteinvik,62.3432,5.8487,287.46,95,99,3.58,NO,1691536729
486,stornoway,58.2093,-6.3865,284.31,85,40,2.06,GB,1691536444
487,san ignacio,17.1561,-89.0714,303.23,74,40,0.0,BZ,1691536642
488,puerto aysen,-45.4,-72.7,279.26,98,100,1.35,CL,1691536324
489,priargunsk,50.3691,119.1012,288.69,69,17,2.04,RU,1691536730
490,oriximina,-1.7656,-55.8661,302.97,48,79,1.78,BR,1691536730
491,codrington,-38.2667,141.9667,282.42,74,21,7.4,AU,1691536315
492,rabaul,-4.1967,152.1721,300.57,76,58,8.11,PG,1691536375
493,angra do heroismo,38.65,-27.2167,297.49,91,40,1.79,PT,1691536731
494,kirakira,-10.4544,161.9205,299.91,82,100,3.58,SB,1691536731
495,jutai,-5.1833,-68.9,295.46,96,97,2.57,BR,1691536731
496,ashburton,-37.8626,145.0794,285.3,87,86,1.34,AU,1691536732
497,chilliwack,49.1747,-121.9443,298.3,57,99,2.57,CA,1691536568
498,mermoz boabab,14.7065,-17.4758,299.46,74,12,6.27,SN,1691536357
499,north platte,41.1239,-100.7654,300.44,68,75,3.58,US,1691536732
500,emerald,-23.5333,148.1667,290.56,59,0,2.8,AU,1691536733
501,milan,45.4643,9.1895,294.14,56,0,1.03,IT,1691536733
502,kanke,23.4333,85.3167,296.77,81,100,2.09,IN,1691536733
503,kununurra,-15.7667,128.7333,289.14,67,14,1.54,AU,1691536343
504,makaha,21.4694,-158.2175,305.1,48,20,6.69,US,1691536734
505,solhan,38.9634,41.0293,298.16,28,0,3.16,TR,1691536734
506,namibe,-15.1961,12.1522,290.53,87,76,1.87,AO,1691536353
507,muli,2.9167,73.5667,300.72,76,100,3.38,MV,1691536734
508,ludlow,42.1601,-72.4759,296.87,82,100,7.2,US,1691536735
509,anloga,5.7947,0.8973,298.0,88,28,6.51,GH,1691536358
510,ubinskoye,55.3068,79.6802,287.94,75,44,2.52,RU,1691536735
511,roma,43.2128,-75.4557,292.36,96,100,5.14,US,1691536735
512,kuqa,41.7278,82.9364,298.48,30,8,2.63,CN,1691536322
513,igarka,67.4667,86.5833,288.78,62,91,3.29,RU,1691536736
514,cururupu,-1.8283,-44.8683,297.44,85,46,2.05,BR,1691536736
515,verdal,63.7933,11.4817,291.17,75,98,9.3,NO,1691536736
516,mariental,-24.6333,17.9667,288.76,26,20,5.0,NA,1691536736
517,emmett,43.8735,-116.4993,302.63,35,31,0.45,US,1691536737
518,namsos,64.4662,11.4957,291.18,67,40,9.77,NO,1691536737
519,barreirinhas,-2.7469,-42.8264,299.34,80,25,5.02,BR,1691536737
520,sittwe,20.15,92.9,298.55,92,100,2.51,MM,1691536367
521,jesus maria,-30.9815,-64.0942,283.03,61,76,0.95,AR,1691536738
522,shache,38.4167,77.2406,296.88,31,0,2.71,CN,1691536738
523,massenya,11.4039,16.1705,297.99,85,99,2.46,TD,1691536738
524,mana,5.6592,-53.7767,299.25,86,90,4.26,GF,1691536347
525,taroa,8.7058,171.2275,301.35,70,89,6.69,MH,1691536739
526,dolinsk,47.35,142.8,288.23,98,100,3.11,RU,1691536739
527,khvansar,33.2205,50.315,290.36,57,98,2.66,IR,1691536739
528,chernyshevskiy,63.0128,112.4714,291.5,71,51,3.41,RU,1691536391
529,val-d'or,48.1002,-77.7828,296.2,53,20,3.09,CA,1691536524
530,zouerate,22.7187,-12.4521,304.74,23,0,6.33,MR,1691536740
531,zabaykal'sk,49.6333,117.3167,290.67,68,3,1.95,RU,1691536740
532,altai,46.3722,96.2583,287.6,75,100,6.24,MN,1691536741
533,tazacorte,28.629,-17.9293,296.01,92,0,1.54,ES,1691536390
534,santa elena de uairen,4.6167,-61.1333,294.03,88,42,1.14,VE,1691536741
535,ciudad lazaro cardenas,17.9583,-102.2,304.58,72,2,5.55,MX,1691536741
536,severnoye,56.3491,78.3619,286.21,87,54,1.9,RU,1691536741
537,weno,7.4515,151.8468,303.12,84,100,1.54,FM,1691536295
538,portland,45.5234,-122.6762,305.16,43,20,3.6,US,1691536124
539,gaillimh,53.2719,-9.0489,287.4,89,64,1.02,IE,1691536683
540,myitkyina,25.3833,97.4,297.65,100,100,0.41,MM,1691536742
541,trairi,-3.2778,-39.2689,298.81,82,60,6.69,BR,1691536742
542,ghat,24.9647,10.1728,306.7,24,45,6.02,LY,1691536743
543,aubigny-sur-nere,47.4882,2.439,286.53,100,96,1.81,FR,1691536743
544,arish,31.1316,33.7984,299.01,72,0,2.32,EG,1691536743
545,aioun,16.6614,-9.6149,307.81,21,18,5.34,MR,1691536743
546,byron bay,-28.65,153.6167,289.66,80,25,4.99,AU,1691536681
547,jieshou,33.2634,115.3611,297.3,88,8,2.18,CN,1691536744
548,metu,8.3,35.5833,287.94,99,100,0.97,ET,1691536744
549,marck,50.949,1.9433,290.39,95,100,7.34,FR,1691536745
550,nikolayevsk-on-amure,53.1406,140.73,291.79,68,96,1.57,RU,1691536318
551,gangapur,26.4833,76.7167,299.64,77,36,5.05,IN,1691536745
552,opuwo,-18.0607,13.84,290.06,32,5,1.64,NA,1691536745
553,fruita,39.1589,-108.729,307.55,8,0,4.63,US,1691536746
554,road town,18.4167,-64.6167,303.2,79,75,3.6,VG,1691536307
555,ardestan,33.3761,52.3694,296.35,53,71,1.23,IR,1691536746
556,xining,36.6167,101.7667,290.55,78,64,0.98,CN,1691536746
557,voi,-3.3945,38.563,293.7,80,42,4.92,KE,1691536746
558,puerto deseado,-47.7503,-65.8938,283.44,50,70,9.53,AR,1691536747
559,zhangatas,43.5667,69.75,297.54,39,18,2.59,KZ,1691536747
560,as sulaymaniyah,35.5611,45.4375,307.39,17,0,9.26,IQ,1691536747
561,sangueya,10.7,-14.3667,297.47,99,100,1.15,GN,1691536747
562,mao,39.8885,4.2658,295.46,73,0,1.03,ES,1691536748
563,callao,-12.0667,-77.15,296.88,68,0,6.69,PE,1691536388
564,moranbah,-22.0016,148.0466,290.5,66,2,7.14,AU,1691536748
565,tabou,4.423,-7.3528,297.45,88,98,5.96,CI,1691536748
